City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,gogrial,49,SS,1585854228,20,8.53,28.1,92.44,4.23
287,kiama,40,AU,1585854228,100,-34.68,150.87,63.0,2.24
288,caloundra,20,AU,1585854228,100,-26.8,153.13,68.0,5.82
289,vao,100,NC,1585854228,83,-22.67,167.48,75.99,22.3
290,jurm,56,AF,1585854228,25,36.86,70.83,45.86,6.46
291,codrington,100,AU,1585854228,80,-38.27,141.97,59.09,13.69
292,nantucket,90,US,1585854160,89,41.28,-70.1,46.99,24.16
293,vanavara,43,RU,1585854229,94,60.34,102.28,17.35,5.28
294,flinders,40,AU,1585854229,100,-34.58,150.86,64.0,2.24
295,lac du bonnet,100,CA,1585854229,97,50.25,-96.06,21.0,8.84
296,hearst,99,CA,1585854229,90,49.68,-83.67,31.77,5.03
297,narasannapeta,0,IN,1585854106,78,18.42,84.05,81.18,7.0
298,gigmoto,15,PH,1585854229,80,13.78,124.39,80.8,17.29
299,lorengau,98,PG,1585854229,78,-2.02,147.27,82.29,7.16
300,rio brilhante,88,BR,1585854229,38,-21.8,-54.55,93.06,7.81
301,rancho santa margarita,75,US,1585854157,59,33.64,-117.6,66.99,11.41
302,zaysan,67,KZ,1585854230,40,47.47,84.87,45.37,3.96
303,aloleng,6,PH,1585854230,77,16.13,119.78,80.19,6.64
304,san felipe,86,VE,1585853972,36,10.34,-68.74,92.25,4.79
305,belmonte,40,BR,1585854230,70,-15.86,-38.88,86.0,13.87
306,vila,18,PT,1585854230,58,42.03,-8.16,64.0,10.29
307,santa helena,95,BR,1585854139,65,-2.23,-45.3,86.95,5.41
308,qurayyat,11,SA,1585854125,39,31.33,37.34,62.6,18.34
309,bethal,4,ZA,1585854230,40,-26.46,29.47,52.41,8.86
310,puerto lempira,40,HN,1585854230,66,15.27,-83.77,87.8,9.17
311,melton mowbray,40,GB,1585854230,61,52.77,-0.89,51.8,10.29
312,palmer,75,US,1585853966,40,42.16,-72.33,53.6,17.22
313,lebu,0,CL,1585854231,52,-37.62,-73.65,64.53,19.62
314,cockburn town,3,TC,1585854008,74,21.46,-71.14,79.65,12.97
315,kahului,20,US,1585854231,69,20.89,-156.47,73.99,3.36
316,ondjiva,100,AO,1585854231,50,-17.07,15.73,75.43,5.53
317,iskateley,58,RU,1585854231,95,67.68,53.15,8.33,5.12
318,dunedin,47,NZ,1585854024,83,-45.87,170.5,53.01,3.58
319,sulangan,0,PH,1585854231,79,11.14,123.72,80.87,12.66
320,garowe,22,SO,1585854231,51,8.41,48.48,79.56,18.05
321,terrace,20,CA,1585854231,39,54.52,-128.6,30.2,13.87
322,moquegua,9,PE,1585854232,25,-17.2,-70.94,79.43,8.46
323,bardiyah,0,LY,1585854232,62,31.76,25.09,63.43,9.73
324,mosquera,75,CO,1585854232,63,4.71,-74.23,64.4,10.29
325,statesboro,1,US,1585854232,37,32.45,-81.78,68.0,8.05
326,gravelbourg,20,CA,1585854232,65,49.88,-106.55,17.1,12.33
327,dikson,100,RU,1585854032,93,73.51,80.55,18.09,27.89
328,kutum,30,SD,1585854232,11,14.2,24.67,80.15,5.35
329,rio grande,40,BR,1585854232,47,-32.03,-52.1,77.0,19.46
330,uglovka,100,RU,1585854232,83,58.24,33.51,36.7,11.54
331,baymak,0,RU,1585854233,89,52.59,58.32,22.86,7.52
332,roebourne,6,AU,1585854233,40,-20.78,117.13,84.27,10.47
333,praia,100,CV,1585854016,37,14.92,-23.51,86.0,19.46
334,carnarvon,17,AU,1585854233,73,-24.87,113.63,71.6,18.34
335,anito,1,PH,1585854233,85,12.45,125.29,78.76,12.26
336,erzin,40,TR,1585854233,77,36.96,36.2,63.0,14.99
337,sola,90,VU,1585854095,100,-13.88,167.55,77.0,13.24
338,havoysund,20,NO,1585854233,67,71.0,24.66,19.4,23.04
339,pemba,0,MZ,1585854233,75,-12.97,40.52,80.64,14.65
340,asfi,21,MA,1585853975,64,32.3,-9.24,61.63,16.67
341,mount isa,7,AU,1585854233,56,-20.73,139.5,73.4,4.7
342,karacakoy,75,TR,1585854233,87,41.4,28.38,45.0,19.46
343,hukuntsi,33,BW,1585854233,47,-24.0,21.75,70.07,5.77
344,torbay,90,CA,1585854234,100,47.67,-52.73,42.01,14.99
345,strezhevoy,40,RU,1585854234,93,60.73,77.59,35.6,13.42
346,sitka,1,US,1585854234,47,57.05,-135.33,35.6,1.77
347,san patricio,5,MX,1585854234,74,19.22,-104.7,86.0,17.22
348,riachao,40,BR,1585854234,59,-7.36,-46.62,86.31,6.33
349,boulder,90,US,1585854096,92,40.08,-105.35,30.99,4.7
350,almaznyy,0,RU,1585854234,32,48.04,40.05,41.0,6.71
351,inta,74,RU,1585854234,95,66.03,60.17,16.27,6.17
352,muros,20,ES,1585854234,76,42.78,-9.06,64.0,9.17
353,port elizabeth,0,ZA,1585854234,77,-33.92,25.57,66.2,17.22
354,severo-yeniseyskiy,26,RU,1585854235,86,60.37,93.04,28.92,7.9
355,ugoofaaru,10,MV,1585854235,62,5.67,73.0,84.42,8.08
356,aykhal,15,RU,1585854235,71,66.0,111.5,6.8,6.71
357,san luis,21,AR,1585854088,20,-33.3,-66.34,71.8,7.94
358,havre-saint-pierre,90,CA,1585854235,70,50.23,-63.6,46.4,10.29
359,auki,100,SB,1585854235,89,-8.77,160.7,79.5,24.61
360,benguela,48,AO,1585854235,80,-12.58,13.41,78.06,4.05
361,ochamchira,25,GE,1585854235,68,42.71,41.47,48.47,4.72
362,lichinga,20,MZ,1585854235,82,-13.31,35.24,64.4,8.05
363,suamico,1,US,1585854186,54,44.63,-88.04,57.99,5.1
364,nioki,91,CD,1585854235,65,-2.72,17.68,82.56,4.18
365,shingu,0,JP,1585854236,58,33.73,135.98,43.97,6.29
366,bengkulu,100,ID,1585854049,79,-3.8,102.27,78.82,3.6
367,oudtshoorn,0,ZA,1585854236,93,-33.59,22.2,62.6,4.65
368,caucaia,40,BR,1585854110,66,-3.74,-38.65,87.8,16.11
369,camacha,20,PT,1585854236,63,33.08,-16.33,62.6,9.17
370,ntcheu,6,MW,1585854236,66,-14.82,34.64,61.3,4.97
371,matay,0,EG,1585854236,25,28.42,30.78,72.1,8.48
372,necochea,0,AR,1585853999,63,-38.55,-58.74,64.0,8.99
373,cabinda,59,AO,1585854236,82,-5.55,12.2,81.27,6.73
374,isilkul,66,RU,1585854236,95,54.91,71.27,30.31,12.35
375,khandagayty,0,RU,1585854236,75,50.73,92.05,16.02,1.34
376,dicabisagan,34,PH,1585854236,76,17.08,122.42,78.22,5.3
377,yambio,92,SS,1585854236,67,4.57,28.4,72.48,1.43
378,muravlenko,100,RU,1585854237,97,63.79,74.52,23.72,22.48
379,yulara,64,AU,1585854237,60,-25.24,130.99,75.2,5.82
380,manoel urbano,33,BR,1585854237,43,-8.84,-69.26,94.46,1.97
381,america dourada,99,BR,1585854237,39,-11.46,-41.44,85.14,8.79
382,myitkyina,18,MM,1585854237,27,25.38,97.4,72.7,2.93
383,dzilam gonzalez,1,MX,1585854237,49,21.28,-88.93,88.72,9.46
384,les cayes,10,HT,1585854237,69,18.2,-73.75,79.57,4.14
385,dembi dolo,46,ET,1585854238,25,8.53,34.8,72.7,1.07
386,hamilton,40,US,1585854186,41,39.18,-84.53,60.01,3.36
387,nurota,97,UZ,1585854238,67,40.56,65.69,59.0,16.11
388,seddon,88,AU,1585854238,93,-37.81,144.89,57.99,9.17
389,wagga wagga,22,AU,1585854238,100,-35.12,147.37,53.6,4.7
390,warrnambool,100,AU,1585854238,96,-38.38,142.48,57.0,12.62
391,avera,1,US,1585854238,42,33.19,-82.53,68.0,11.41
392,grand-santi,98,GF,1585854238,86,4.25,-54.38,82.27,5.32
393,manadhoo,30,MV,1585854238,62,5.77,73.38,84.34,7.02
394,lata,20,PT,1585854239,67,40.16,-8.33,60.01,9.17
395,slave lake,1,CA,1585854011,77,55.28,-114.77,1.4,5.82
396,la asuncion,98,VE,1585854239,59,11.03,-63.86,84.92,10.89
397,broken hill,90,AU,1585854239,72,-31.95,141.43,68.0,5.82
398,puerto morazan,40,NI,1585854239,41,12.85,-87.17,95.0,4.7
399,la tuque,100,CA,1585854133,89,47.43,-72.78,37.71,8.9
400,kropotkin,93,RU,1585854240,57,45.44,40.58,44.46,5.37
401,kununurra,40,AU,1585854240,74,-15.77,128.73,82.4,8.01
402,norman wells,5,CA,1585854241,46,65.28,-126.83,8.6,29.97
403,banda aceh,65,ID,1585854200,82,5.56,95.32,80.22,4.38
404,tiznit,32,MA,1585854241,53,29.58,-9.5,57.02,11.59
405,havelock,1,US,1585854241,31,34.88,-76.9,66.0,12.93
406,lumberton,1,US,1585854130,32,34.62,-79.01,66.2,16.11
407,mahebourg,75,MU,1585854242,88,-20.41,57.7,78.8,7.07
408,sylacauga,1,US,1585854036,42,33.17,-86.25,71.01,4.59
409,heyang,100,CN,1585854242,71,26.1,107.47,49.17,2.33
410,vallenar,8,CL,1585854243,35,-28.57,-70.76,80.53,9.31
411,matara,48,LK,1585854243,82,5.95,80.54,76.71,7.25
412,sibolga,100,ID,1585854243,80,1.74,98.78,77.65,4.65
413,bara,48,NG,1585854243,27,10.37,10.73,95.4,10.65
414,hamirpur,0,IN,1585854243,17,25.95,80.15,79.77,8.3
415,paamiut,0,GL,1585854243,84,61.99,-49.67,20.08,21.68
416,ilo,5,PE,1585854243,62,-17.64,-71.34,75.45,9.48
417,jijiga,81,ET,1585854243,42,9.35,42.8,71.65,2.35
418,san-pedro,98,CI,1585854065,76,4.75,-6.64,83.97,6.06
419,eureka,1,US,1585854131,57,40.8,-124.16,54.0,13.87
420,waipawa,96,NZ,1585854244,93,-41.41,175.52,55.4,13.87
421,nador,60,MA,1585854244,67,35.17,-2.93,59.0,14.99
422,vagur,87,FO,1585854244,79,61.47,-6.81,35.71,24.0
423,moranbah,0,AU,1585854244,85,-22.0,148.05,67.87,5.97
424,mihalt,5,RO,1585854244,51,46.15,23.73,43.0,4.7
425,corinto,20,GR,1585854244,57,37.94,22.96,54.0,5.82
426,dubbo,90,AU,1585854244,100,-32.25,148.62,64.4,4.7
427,srednekolymsk,56,RU,1585854244,92,67.45,153.68,-5.84,1.86
428,abha,6,SA,1585854244,82,18.22,42.51,68.0,4.0
429,luau,94,AO,1585854245,71,-10.71,22.22,67.69,0.94
430,alim,0,PH,1585854245,74,9.56,122.49,79.93,11.27
431,oussouye,5,SN,1585854245,69,12.48,-16.55,98.6,4.7
432,maumere,64,ID,1585854245,75,-8.62,122.21,80.76,3.36
433,popova,1,RU,1585854245,69,42.96,131.72,33.8,6.71
434,honiara,100,SB,1585854245,86,-9.43,159.95,79.18,15.39
435,talagang,0,PK,1585854245,51,32.93,72.42,61.7,1.39
436,asau,38,RO,1585854245,38,46.43,26.4,43.0,12.75
437,luderitz,1,NA,1585854245,64,-26.65,15.16,68.0,4.7
438,puerto asis,90,CO,1585854245,94,0.51,-76.5,77.0,2.24
439,maniitsoq,0,GL,1585854246,79,65.42,-52.9,14.43,3.98
440,anloga,20,GH,1585854246,70,5.79,0.9,84.2,6.93
441,gusau,94,NG,1585854246,18,12.16,6.66,94.69,1.72
442,ansbach,1,DE,1585854246,33,49.3,10.58,50.0,8.05
443,ocean city,20,US,1585854246,33,39.28,-74.57,57.2,26.4
444,trelew,0,AR,1585854246,22,-43.25,-65.31,72.91,9.24
445,piacabucu,100,BR,1585854246,67,-10.41,-36.43,83.95,9.33
446,georgetown,20,MY,1585854075,94,5.41,100.34,82.4,2.89
447,clocolan,91,ZA,1585854246,31,-28.91,27.57,62.38,5.1
448,bone,55,DE,1585854246,56,51.97,12.14,46.99,3.36
449,andenes,100,NO,1585854246,58,69.31,16.12,24.8,11.41
450,makakilo city,1,US,1585854246,73,21.35,-158.09,78.8,4.7
451,tabou,99,CI,1585854246,78,4.42,-7.35,83.7,4.63
452,volodarsk,40,RU,1585854247,74,56.23,43.19,41.0,13.42
453,wollongong,20,AU,1585854247,93,-34.43,150.88,64.0,6.24
454,vardo,62,NO,1585854247,78,70.37,31.11,14.0,2.24
455,bhandara,20,IN,1585854247,35,21.17,79.65,84.2,3.36
456,labuhan,78,ID,1585854247,78,-6.88,112.21,80.01,1.01
457,xiaoweizhai,100,CN,1585854247,71,26.19,107.51,48.87,2.26
458,tongren,100,CN,1585854076,81,27.72,109.19,52.48,4.03
459,teya,24,RU,1585854247,94,60.38,92.63,29.39,7.02
460,omsukchan,86,RU,1585854247,87,62.53,155.8,5.81,3.13
461,kamenka,52,RU,1585854247,50,51.32,42.77,36.0,4.0
462,wanning,25,CN,1585854248,87,18.8,110.4,76.68,8.9
463,tyukhtet,16,RU,1585854248,72,56.54,89.3,39.16,10.51
464,guanica,40,PR,1585854069,60,17.97,-66.91,86.0,13.87
465,isangel,90,VU,1585854248,100,-19.55,169.27,77.0,11.23
466,biskamzha,31,RU,1585854248,64,53.45,89.53,35.44,1.81
467,constitucion,0,CL,1585854088,29,-35.33,-72.42,73.29,13.42
468,bud,1,US,1585854248,47,39.45,-86.18,63.0,3.36
469,cabo san lucas,5,MX,1585854213,24,22.89,-109.91,84.2,11.41
470,barra,98,BR,1585854248,56,-11.09,-43.14,83.48,2.53
471,port augusta,96,AU,1585854248,82,-32.5,137.77,69.01,6.93
472,hvolsvollur,33,IS,1585854248,43,63.75,-20.22,33.8,17.22
473,taoudenni,100,ML,1585854249,9,22.68,-3.98,97.38,8.41
474,ukiah,1,US,1585854249,50,39.15,-123.21,62.01,3.36
475,solnechnyy,100,RU,1585854249,95,50.72,136.63,26.06,5.84
476,sosnovo-ozerskoye,0,RU,1585854249,70,52.52,111.54,28.72,7.23
477,beoumi,20,CI,1585854249,58,7.67,-5.58,87.8,4.7
478,inongo,77,CD,1585854249,70,-1.95,18.27,79.23,0.85
479,touros,75,BR,1585854249,79,-5.2,-35.46,84.2,11.41
480,udachnyy,0,RU,1585854249,71,66.42,112.4,6.8,6.71
481,hunchun,0,CN,1585854249,65,42.87,130.36,38.17,4.38
482,rafai,81,CF,1585854250,44,4.95,23.92,82.2,2.95
483,cherdyn,63,RU,1585854250,96,60.4,56.48,24.73,6.89
484,saint george,1,US,1585854250,35,37.1,-113.58,55.4,6.93
485,tolmin,0,SI,1585854250,65,46.18,13.73,53.01,4.7
486,kavieng,57,PG,1585854250,75,-2.57,150.8,82.9,5.93
487,beira,90,MZ,1585854250,88,-19.84,34.84,77.0,2.24
488,quesnel,1,CA,1585854050,52,53.0,-122.5,19.4,2.24
489,iwanai,29,JP,1585854250,78,42.97,140.51,35.69,3.94
490,krasnogorsk,75,RU,1585854251,93,55.82,37.32,39.2,13.42
491,anori,93,BR,1585854251,77,-3.77,-61.64,86.13,1.66
492,kanigoro,99,ID,1585854251,81,-8.13,112.22,76.68,4.41
493,nago,75,JP,1585854251,88,26.59,127.98,68.0,5.82
494,chokurdakh,96,RU,1585854073,91,70.63,147.92,-7.22,6.78
495,nuzvid,4,IN,1585854251,77,16.78,80.85,78.26,3.85
496,lima,25,PE,1585854251,65,-12.04,-77.03,78.8,6.93
497,ocampo,0,MX,1585854251,15,21.65,-101.5,73.81,5.88
498,gat,33,IL,1585854251,72,31.61,34.76,61.0,3.36
499,lesozavodsk,2,RU,1585854251,80,45.48,133.42,32.07,6.46
500,tabuk,15,PH,1585854252,84,17.42,121.44,73.04,0.34
501,roslavl,69,RU,1585854252,85,53.95,32.86,33.44,8.39
502,lagoa,100,PT,1585854252,93,39.05,-27.98,61.18,14.05
503,kandana,1,LK,1585854252,83,7.05,79.89,82.4,1.12
504,dolinsk,28,RU,1585854252,79,47.35,142.8,23.0,6.15
505,madanapalle,58,IN,1585854252,48,13.55,78.5,75.42,6.6
506,gushikawa,75,JP,1585854252,88,26.35,127.87,68.0,5.82
507,novosergiyevka,24,RU,1585854252,74,52.09,53.65,35.19,9.22
508,springdale,1,US,1585854116,46,36.19,-94.13,71.01,11.41
509,qasigiannguit,20,GL,1585854252,59,68.82,-51.19,1.4,5.82
510,zhuanghe,0,CN,1585854252,74,39.7,122.99,42.01,9.24
511,nelson bay,46,AU,1585854252,93,-32.72,152.15,66.0,3.36
512,kieta,100,PG,1585854253,80,-6.22,155.63,78.84,4.65
513,nueva loja,90,EC,1585854253,94,0.08,-76.88,80.6,2.24
514,noumea,75,NC,1585853979,88,-22.28,166.46,79.0,5.82
515,matranovak,0,HU,1585854253,50,48.04,19.98,44.01,1.99
516,palana,1,RU,1585854253,93,59.12,159.97,5.32,2.73
517,siocon,80,PH,1585854253,73,7.71,122.14,80.44,10.69
518,goderich,53,CA,1585854253,76,43.75,-81.72,46.0,12.66
519,ketchikan,1,US,1585854164,51,55.34,-131.65,35.6,3.36
520,porto novo,20,BJ,1585854141,79,6.5,2.6,84.2,3.36
521,lagos,40,NG,1585854241,83,6.58,3.75,84.2,5.82
522,filingue,84,NE,1585854009,10,14.35,3.32,94.28,4.41
523,iquitos,75,PE,1585854254,100,-3.75,-73.25,42.8,4.7
524,shakiso,85,ET,1585854254,56,5.75,38.92,62.38,2.68
525,tommot,74,RU,1585854254,87,58.96,126.29,-0.56,3.0
526,yotsukaido,20,JP,1585854254,43,35.65,140.17,52.0,14.99
527,poyarkovo,91,RU,1585854254,82,49.6,128.68,28.9,3.58
528,los llanos de aridane,75,ES,1585854254,68,28.66,-17.92,68.0,5.82
529,codo,99,BR,1585854254,67,-4.46,-43.89,87.06,2.93
530,tombouctou,0,ML,1585854254,9,20.0,-3.0,92.62,6.04
531,ternate,69,ID,1585854254,83,0.8,127.4,78.67,5.28
532,alice springs,75,AU,1585854146,61,-23.7,133.88,78.8,14.99
533,weiser,20,US,1585854254,48,44.25,-116.97,44.6,8.05
534,socorro,5,US,1585854021,14,31.65,-106.3,75.99,17.22
535,grand gaube,75,MU,1585854255,88,-20.01,57.66,78.8,6.93
536,mayo,75,US,1585854255,35,38.89,-76.51,60.8,13.87
537,oktyabrskoye,100,RU,1585854255,69,43.06,44.74,38.55,1.9
538,beroroha,58,MG,1585854255,54,-21.67,45.17,79.56,3.74
539,luxeuil-les-bains,2,FR,1585854255,39,47.82,6.37,50.0,5.82
540,carutapera,93,BR,1585854255,80,-1.2,-46.02,83.34,8.7
541,mulanje,21,MW,1585854255,77,-16.03,35.5,68.4,10.36
542,requena,75,ES,1585854211,87,39.49,-1.1,55.4,8.05
543,ciudad bolivar,95,VE,1585854256,32,8.12,-63.55,98.92,7.09
544,turukhansk,100,RU,1585854256,87,65.82,87.98,34.32,22.12
545,port lincoln,37,AU,1585854063,80,-34.73,135.87,60.12,10.76
546,lavumisa,16,SZ,1585854256,82,-27.31,31.89,61.2,4.65
547,san jose,1,US,1585854041,35,37.34,-121.89,62.01,11.41
548,calama,0,CL,1585854256,27,-22.47,-68.93,75.2,24.16
549,great yarmouth,92,GB,1585854256,57,52.61,1.73,52.0,13.87
550,warragul,87,AU,1585854256,93,-38.17,145.93,55.99,2.8
551,sindor,37,RU,1585854256,96,62.86,51.89,25.86,6.02
552,aleksandrov gay,0,RU,1585854256,61,50.15,48.57,40.44,7.65
553,kingman,1,US,1585854256,33,35.19,-114.05,75.99,12.75
554,mweka,74,CD,1585854256,77,-4.85,21.57,74.68,3.78
555,opuwo,39,NA,1585854256,31,-18.06,13.84,79.56,7.16
556,keila,40,EE,1585854257,75,59.3,24.41,42.01,21.92
557,ranghulu,33,CN,1585854257,54,46.65,124.87,39.99,17.98
558,harper,89,LR,1585854257,77,4.38,-7.72,84.16,4.54
559,puerto madero,40,MX,1585854257,56,14.72,-92.42,93.2,13.87
560,alamosa,1,US,1585854257,13,37.47,-105.87,62.6,27.51
561,betong,96,TH,1585854257,83,5.77,101.07,73.35,2.24
562,burnie,23,AU,1585854257,89,-41.07,145.92,53.01,3.0
563,armidale,50,AU,1585854257,78,-30.52,151.65,57.99,4.54
564,ballina,36,AU,1585854257,94,-28.87,153.57,68.0,1.12
565,port washington,75,US,1585854257,35,40.83,-73.7,57.99,21.92
566,nacala,22,MZ,1585854257,81,-14.54,40.67,77.67,14.32
567,nizhniy odes,83,RU,1585854257,96,63.64,54.86,23.22,6.24
568,sabzevar,20,IR,1585854257,32,36.21,57.68,62.85,7.7
569,takaka,86,NZ,1585854258,92,-40.85,172.8,57.0,4.0
570,formosa do rio preto,100,BR,1585854258,63,-11.05,-45.19,82.26,5.01
571,puerto escondido,5,MX,1585854258,70,15.85,-97.07,84.2,9.17
572,urumqi,51,CN,1585854258,26,43.8,87.6,48.2,4.47
